region_name,year,month,t2m,stl1,stl2,ssr,tp,swvl1,swvl2,LST_Night,EVI,LAI,LST_Day,NDVI,FPAR
Poltavska,2012,9,291.9387867982302,293.36622469854103,293.5367997926243,13387133.271941574,0.0005907401919446,0.1970344511213693,0.1929982738205142,282.5270635849825,0.1918961955933004,0.0274036054771297,297.4387009189945,0.3859722689934302,0.1416886486760008
Poltavska,2012,10,287.88620003924376,288.86284622460573,289.53075712780685,7908354.238208592,0.0010137665887854,0.2111170584978239,0.1893710821911463,275.8239236494771,0.1741824864699612,0.0172643190477421,227.29175466955064,0.3809939100761297,0.0994112633761911
Poltavska,2013,3,277.01263399650776,277.6089416558785,277.6711622149147,8851970.727286272,0.0014774426522384,0.3207992818015877,0.3101421707541819,250.4095527278444,0.1031247934903695,0.0077763515903042,241.5025364146184,0.2473613494772264,0.0451063723341639
Poltavska,2013,4,285.0656276890094,285.38726516684403,284.4186917297948,15547060.172931423,0.0005805528937105,0.2790770869740387,0.2839207085181051,273.09986079130533,0.1889805760476041,0.0251845560333591,298.3007595161888,0.3716246864588197,0.1074464459729781
Poltavska,2013,5,294.0968399415921,295.3018191180258,293.8164315879281,20566357.25402712,0.0005775017980035,0.1731856495699984,0.1845328132303527,278.4564298895735,0.3215693586361365,0.0612882792916294,305.4882332655812,0.515196276439694,0.2004824022049172
Poltavska,2013,6,296.23991715836166,297.44481418994616,296.35307193914144,19327594.532119643,0.0021278461896378,0.2209242219007995,0.1912913506298854,290.0218435012133,0.4181412460352541,0.0989091805453045,303.7762268692768,0.5954186140364215,0.2672522844882794
Poltavska,2013,7,296.792300204548,298.64665142732275,297.9522359608256,18793116.52141361,0.0015110331856454,0.1940397950214606,0.1942679866808289,288.0333480021121,0.3738793109895232,0.0791145655107884,294.3722189105363,0.5217533248510299,0.2287082625193648
Poltavska,2013,8,297.9673010898508,300.1884311689143,299.51494076323905,17102888.324318122,0.0004024480341551,0.1483381508891049,0.1555125185580791,284.77786403733137,0.2009411357429484,0.0372689019307462,301.6748190485458,0.3856375670102006,0.1555510724639704
Poltavska,2013,9,288.6216253114037,290.1786375262238,291.0003489019097,10505512.325636802,0.0019492995960505,0.253771571376367,0.1947739245573155,276.59311287125297,0.1452753945970296,0.0139331061364476,271.0453640783745,0.3282663168709747,0.0792532003305351
Poltavska,2013,10,282.64968691738284,283.62059984416976,284.2538732852959,6316710.289536526,0.0022654472155987,0.3241220045287683,0.3092919641454532,275.2989806155064,0.1286132634243703,0.0105371289636783,273.2667811712901,0.3177667559407152,0.0702506902804367
Poltavska,2014,3,280.1096607202755,280.52086001304406,280.1845835012434,12207489.965159625,0.0006742079640881,0.2911112558596438,0.286556119980561,272.3071829207159,0.1261208965230642,0.0105265114160374,283.577463564751,0.2954438900023179,0.0613205080415325
Poltavska,2014,4,284.42868500884964,285.1159589123485,284.4327738229153,15801369.58894831,0.0015198874567789,0.26482532242194,0.2521430317303909,276.8042208307868,0.2145586904413176,0.0255491065003805,261.1640085097959,0.3933014062254202,0.105436450766064
Poltavska,2014,5,291.6445322035953,292.2534678546432,291.1807438106748,18170169.772103243,0.0023402388811074,0.2718874719497746,0.2504700949796545,246.11123465912112,0.3809956782352729,0.0635410157406085,305.6628753165813,0.5601308677943352,0.2043124304696771
Poltavska,2014,6,293.8776638605927,294.84949111850386,294.1777389765319,18473731.756955046,0.0021468611808851,0.2539983311443226,0.2207063423838625,285.7516326231629,0.4643419900779716,0.1026415390478136,296.1614436927792,0.6196234546221432,0.2638494386607392
Poltavska,2014,7,298.0055665168727,299.48587994318774,298.2315716485975,20121900.47461832,0.000831857372316,0.1800699412710052,0.1774107811994843,229.21454753069835,0.3637163507184606,0.0987076576773647,304.5468900298698,0.5249387863122353,0.2593774661347529
Poltavska,2014,8,298.0731793067292,300.25630815482737,299.7022578994353,18017847.047292963,0.0009336386459885,0.1701864427886802,0.1611656475920096,287.25478028037327,0.2064434181541411,0.0343333303965175,305.02459494683217,0.3490713384269003,0.1564155626330413
Poltavska,2014,9,291.71527321034216,293.38909460746595,293.7464228595799,13136794.842983669,0.0021577000050622,0.1955683832511238,0.1919999436392501,278.63338596332454,0.1398033655635318,0.0177861405430332,290.87547289657243,0.2789289460689801,0.1032181545228127
Poltavska,2014,10,282.65002122085497,283.98181184255577,284.9857973590205,9216421.728476604,0.0008150240987161,0.2531014523894823,0.2444650823967045,261.48900396597566,0.1133115433821554,0.0102960406605891,260.4053982284036,0.2679895784122496,0.0754043720759135
Poltavska,2015,3,278.2872734720657,278.5130737420531,278.3271514553617,9865642.039115338,0.0021128214509928,0.3444429343883489,0.3398285933865314,270.8099783444442,0.1087973225531232,0.0083563766182392,281.9084171741935,0.2582411193174754,0.0533645990839546
Poltavska,2015,4,282.7645661000739,283.1077105367784,282.53616835134136,14988306.853986695,0.0020937478818187,0.3411158503740047,0.3427622870013577,275.5878336226129,0.2020976402480484,0.0220091482404555,296.45181821540785,0.3681022321482556,0.0966262375347718
Poltavska,2015,5,290.34445910107104,290.66720916362334,289.62640699423355,17602384.91907159,0.0017997492392843,0.2631150367300976,0.2650778949089586,284.41268072878484,0.3320236484612262,0.0616621880715978,304.76048964691296,0.522673845074679,0.1939637668875177
Poltavska,2015,6,294.8079302796119,295.66031675324365,294.6921655438053,17778860.143614125,0.0023956048876823,0.2484847539722173,0.2373512937046261,287.65928997616885,0.4615190300795339,0.1064371607827111,301.6014603363085,0.624116063655227,0.2688827091352883
Poltavska,2015,7,296.93961137586905,297.8719090953383,296.75708648088585,20036333.471214287,0.0012647410244998,0.2310801376018052,0.2331450116297615,288.5531853645724,0.4362179997371264,0.1166439058390415,300.1083487716727,0.5961888352245418,0.2771175978846023
Poltavska,2015,8,297.481783754085,299.15562342180243,298.54782817916293,18059583.99631016,0.0007699288418518,0.1744924262723652,0.1720662852753064,287.19918075490995,0.2628234959827631,0.0593978238992932,304.08210548711406,0.4207793376640669,0.2081028059488481
Poltavska,2015,9,294.6566134896097,296.5253005282183,296.3670534592331,14030110.594341066,5.661480721217548e-05,0.1388404207646314,0.1563355141757887,282.74866845206856,0.1639360055940812,0.0207820046404737,299.6376955087892,0.3027872088159685,0.1199944191079075
Poltavska,2015,10,282.88736761507454,284.7283272498928,286.253922857919,8599978.607642757,0.0005819897767642,0.1825489661160086,0.1594171082641433,247.14608494078917,0.1126283100967549,0.0101768732604913,278.1295508306698,0.2439429287940478,0.0795697391646526
Poltavska,2016,3,279.45727065964024,279.9537851496668,279.8589946404625,9343220.425150264,0.0011620822828221,0.321571339802568,0.3131186882624582,218.20426865164967,0.1098806044821519,0.0071607682673462,236.93305372637255,0.2739048268232727,0.0423198937004256
Poltavska,2016,4,286.16702746371044,286.5975602066908,285.8152609491545,15754533.60928564,0.0018094930544626,0.28493339617836,0.2786603592246949,279.5579244662916,0.2087636292314131,0.0259071504259791,295.7147826562638,0.3975337715587905,0.109911802452176
Poltavska,2016,5,289.50587650462745,290.1070174594261,289.356204407764,16774697.921554862,0.0028815934332845,0.3185664030293144,0.3035526905197471,268.2517408135109,0.3398929040788062,0.0526508685171441,292.7185168199059,0.5341259694734924,0.175565621030258
Poltavska,2016,6,295.49951223913763,296.1327751618569,294.9658791253269,19291021.32816821,0.002121156932382,0.2554070077754657,0.258229515760685,287.2934028517447,0.461768868859561,0.103540195887423,300.0815742457318,0.6296337030442428,0.2686798317897819
Poltavska,2016,7,297.9937095529426,299.3082711491667,298.27108803398306,19577250.537389677,0.0005832305292176,0.1922576728828997,0.205187143306726,290.64881083975973,0.4079545703417853,0.113169889252957,303.21683130523047,0.5693288213226761,0.2757714992649437
Poltavska,2016,8,299.09980345887027,301.1942213360348,300.4787600552259,17325998.7649649,0.0005554988534173,0.1553976190569101,0.1565050108802924,287.99722565702814,0.2862855398034046,0.06433435306842,302.686640034116,0.4657599883164873,0.2221123128104324
Poltavska,2016,9,291.2973186498961,293.41793777606244,294.009980395269,12949586.48071975,0.0011315999513167,0.1884613111982317,0.1714520895363551,273.5985308044546,0.1536716538780667,0.0218102137762754,289.3237547794481,0.3184919326211654,0.1232087412006349
Poltavska,2016,10,282.1880552173023,283.5626819220756,284.6714338941524,7539744.015266196,0.0015195137529528,0.2722548159244239,0.2516359094700952,216.60283612236748,0.1003171914185713,0.0094866184837344,278.4318209214291,0.256710248444037,0.0635971782156833
Poltavska,2017,3,279.95653721128,280.1753583633697,279.67264597728234,12035869.487314709,0.000568851769447,0.2939060279416314,0.292816708583383,273.65116892985225,0.0992138560498573,0.0079063201885178,286.08082177697804,0.2548779938643723,0.0471783748563852
Poltavska,2017,4,282.7585635582032,283.3401861284749,282.8004879399911,14896596.247148566,0.0024132771546167,0.2940852816715003,0.2857546896776161,272.8206478669041,0.1698509231411645,0.0193973657729393,270.10740278375835,0.3448805097279962,0.0867164339542799
Poltavska,2017,5,289.72194868804627,290.2620271404917,289.1887660257493,18471442.92919513,0.0009809671423144,0.2398643588021903,0.2429080336870607,283.14096671562856,0.2688975800750796,0.0460888435435925,304.7654525197472,0.4609547657854471,0.1616473472420133
Poltavska,2017,6,295.9728686519256,297.608038934502,295.9676147960546,20365536.417649586,0.0004104775821871,0.1578565244237875,0.1706071555135984,287.06669493383936,0.3826205852255308,0.0740223059298044,280.086754207287,0.5795600650369802,0.2270064569673225
Poltavska,2017,7,297.0526067007251,299.11901445605747,298.1585949721779,19939805.93626129,0.0014078382366421,0.186767752700528,0.1685691356972393,288.9395722189049,0.3654518478511094,0.0956103203638292,304.183665998666,0.5473862358324103,0.2613746636543558
Poltavska,2017,8,298.9537620149625,301.0210318351583,300.3441572485514,18213337.46215213,0.0005365486011692,0.1573643105624955,0.1532196618798344,288.5360315133128,0.2145600468366072,0.0443676783385522,305.44361463428714,0.3887896793118181,0.1786091523862647
Poltavska,2017,9,293.14060317181,294.8387589363944,294.9994402401677,13759466.143349905,0.0008730105972782,0.1839137912445161,0.163586076870815,280.32552604179665,0.145919350562772,0.0190363829861657,295.23841019913823,0.2959864313837319,0.1121806792139831
Poltavska,2017,10,284.7455670709286,285.929375908349,286.81608884581505,7023988.100733007,0.0009229291329168,0.2246408965266541,0.1876187388360614,194.83336783225735,0.0971951787388448,0.007992108882308,207.62297482015632,0.2614632052245219,0.0535063909921184
Poltavska,2018,3,275.35577321206785,275.9787906337708,275.8581911038262,8250845.824952975,0.0019758446358517,0.3644557264087376,0.3531564124397554,252.77196311953787,0.0383335315191473,0.0020849639101904,197.1255073844156,0.1223261631935472,0.0131395560042448
Poltavska,2018,4,286.66624919305934,286.8497930815242,285.72598891296235,17829223.789792072,0.00040909098051,0.2557355933600158,0.2762989942183823,280.9108493951672,0.1640821903593628,0.020415515614018,300.4383485308107,0.3529152776830465,0.0901321758513114
Poltavska,2018,5,293.05345162815473,293.9640992603277,292.6775878171435,19676701.60847885,0.0008766640273699,0.1897667972907734,0.1890165469333414,284.3581997791993,0.2986214914123259,0.0562376796217658,305.74917638125413,0.5018692032944463,0.1855216364866149
Poltavska,2018,6,296.7441527511037,298.8300215543364,297.37427348895346,21351891.697518382,0.0006881919059738,0.1610792498227659,0.1597534751483768,286.8384312671617,0.4466550907883633,0.1016626718931828,301.04748624907904,0.6211348180856088,0.2673608180427916
Poltavska,2018,7,298.5388904442165,300.87145914969534,299.8469694464816,19197072.56160028,0.0014037935252273,0.1865954238615799,0.1583829429733252,269.0577571073242,0.4366772545494497,0.1078865916775237,301.097835789179,0.5977844923186778,0.2684674937382507
Poltavska,2018,8,298.6648001759706,301.0278080240604,300.28764686515115,19408254.44917192,0.000100657964792,0.1456369864802447,0.1592213904639473,288.2039245868974,0.2470751704943727,0.0531613512710328,303.2901088768331,0.4038289481733313,0.1924345292655936
Poltavska,2018,9,291.98737141169363,293.4626707372484,294.11578840354963,11966762.217582123,0.0019612690781281,0.2348540938224641,0.1962572189134423,281.6807725399543,0.1433445323968337,0.0168071463283519,290.83910579562144,0.3070822012558556,0.0997247102310296
Poltavska,2018,10,286.6370039693546,287.4109587232928,288.02582292954867,9350051.070302898,0.0005777706055771,0.214312650258497,0.2022120566255055,274.9730419933584,0.1287989027246768,0.0108919258536189,226.76222578471305,0.3026440771446568,0.0745132393212322
Poltavska,2019,3,278.73792162374326,279.0861439662813,278.81956155261145,11966534.75440928,0.0005991828354294,0.3055138508466207,0.302779676584482,271.5956937171308,0.1198589157344275,0.0094957296004611,278.5351792427535,0.28236456655384,0.0577128172097313
Poltavska,2019,4,284.34894887511706,284.76107403181646,284.0433585560719,15893539.803083405,0.001531049169688,0.2766885264974907,0.2841954448698263,277.6416692585079,0.1867936919897825,0.0239290755939502,298.9124806124343,0.3593828805799288,0.1061846971178672
Poltavska,2019,5,291.82684990921,292.3586864264964,291.19933024495526,18179170.347390715,0.0018237799751991,0.2524955366189204,0.240819217531403,287.18043434699035,0.3532567120622442,0.0656873205520074,302.2374752751671,0.5478798915016884,0.2019439442395792
Poltavska,2019,6,298.3097315947752,299.5546088528108,298.22863774948235,21044002.056182478,0.0010688678669394,0.1882332059274356,0.1897320953306237,289.51923632985927,0.4681073274627695,0.1142091236938458,303.0206857089551,0.6169327327832907,0.2806591740177228
Poltavska,2019,7,296.83549293616994,299.0317963708314,298.0899866468752,19714850.61276908,0.0011964029277691,0.1852544659974091,0.1658382269700815,286.61728621290683,0.3772237107269196,0.0910041709832424,300.58598666012364,0.5309043421788241,0.2457816775148097
Poltavska,2019,8,296.69124535952625,298.51543904668955,298.0539884672307,17583765.499754764,0.0013685333390656,0.1908048791654946,0.1884172817603706,288.0803579792016,0.2202312156134873,0.0416060830273394,306.222824354214,0.3624621044285698,0.1718117027289801
Poltavska,2019,9,291.6342691758676,293.5149963748266,293.9974819785114,13472916.8363559,0.0005418966197645,0.1601190022913368,0.1568479831035491,279.3820284425934,0.1340187524406252,0.0154859397105985,278.0265790234648,0.2628360630954885,0.0944555801019496
Poltavska,2019,10,285.5744894088052,286.7690441471686,287.5444190316244,7670011.419886728,0.0012796984380766,0.2481150927120092,0.2122691257573608,270.23800976146947,0.1008828473693371,0.0082716162728583,286.2408766576571,0.2793879997756903,0.0591318595831964
Poltavska,2020,3,280.8022624823517,281.23589194100845,281.0249884463887,12606571.189544976,0.0002990238409251,0.2735885567424395,0.282048708724011,269.15003883715065,0.1167474122991851,0.0117753490238026,290.6178714636769,0.2853107809515166,0.0686219468215469
Poltavska,2020,4,283.50862335346204,284.7348617355099,284.1503155031999,18321336.089768905,0.0004894819821683,0.2013852743526663,0.2113222708117184,272.2447236598388,0.164519346139936,0.0211241877203234,298.9085189039014,0.3337852467082169,0.0962355590025541
Poltavska,2020,5,288.6433816608649,289.9615324040412,289.2043051311384,17259850.1675405,0.0018951430111286,0.2303139009831349,0.1913247264485718,277.0953407280372,0.2564178006373235,0.0358312341751407,264.1190291151087,0.4478018994375048,0.1286163699905063
Poltavska,2020,6,295.96369120960884,296.9488503880009,295.5799781562699,20427998.914838813,0.0020244740743261,0.2427866897781941,0.2084600633313881,291.1646017945301,0.4115297328772755,0.0955390938166665,304.9608833427882,0.5999189078104405,0.2605879268994414
Poltavska,2020,7,298.28388416532505,300.2489651464846,299.2471809896896,19694091.92131041,0.0015872331332511,0.1768240749910537,0.169794474474909,288.409335996397,0.4165211149175358,0.1114018973607634,302.7746930833971,0.5758496554516902,0.2712396887588255
Poltavska,2020,8,296.7540569256605,298.67079326982923,298.1004568108309,18033946.51373932,0.0002612172785021,0.1694884252970085,0.1731713096363062,287.2646465545388,0.2274882371431325,0.0491489067994242,305.7797132189726,0.3718232859063663,0.1893839808724669
Poltavska,2020,9,293.89879434728294,295.6300158022741,295.7800610171282,13929737.034087293,0.0016366526921276,0.1625389059144358,0.1575294492212846,282.7392704794205,0.143878478925173,0.017025630436587,298.8130610473603,0.260622846760945,0.1054108370332799
Poltavska,2020,10,288.70965931465213,289.5283639217704,290.0992648497534,8455858.529767163,0.0006302874460945,0.2478594736848085,0.2304588063671727,277.2475701435824,0.1189008277040621,0.00953761910002,269.45978264906705,0.2867453691450116,0.0692853903141417
Poltavska,2021,3,276.29424022636096,276.78171978856767,276.7147362705331,10177848.819002604,0.001257725544026,0.3277406446574506,0.316049273106151,266.9286910713504,0.0991120078553675,0.0084518333272414,268.6173045078064,0.2561343189505941,0.0493240222582863
Poltavska,2021,4,282.44610989346404,282.9936117101082,282.43401254936725,13694231.46683572,0.0017514971214186,0.3289420367084562,0.3188394828469287,275.17902488917974,0.1652666413236254,0.0164018390447409,291.98262654089046,0.3358661813720524,0.0781160395159515
Poltavska,2021,5,289.9432858316625,290.7010454948977,289.58531159694,18271053.80332264,0.0014748326488385,0.2457630252124597,0.2455473858183673,263.55468998841127,0.2597775232653361,0.0381498520016851,281.3042886628895,0.4481865785356501,0.1396076607347015
Poltavska,2021,6,294.15162159232153,294.80233385041,293.8761962907159,17964979.58371756,0.0041958709753193,0.3277654841639817,0.3082032813465657,284.8091641698101,0.5125764122419821,0.1007588497414987,294.9084679437769,0.6457070209488801,0.2616451167175267
Poltavska,2021,7,298.6153488935299,299.03586893172854,298.08641662481017,19490589.910369422,0.002682574331382,0.2625820771313358,0.2681550699020004,291.1536463920244,0.4389922631845406,0.110957043560963,303.5872749241004,0.5821596371268202,0.2749435793017378
Poltavska,2021,8,297.57727297949424,298.8374911194464,298.29561685860955,16763142.035593215,0.0015713342427134,0.218904773970001,0.2022086278454708,287.13399571920684,0.2360610121242515,0.0459964262090592,303.0153591150284,0.4084615043111614,0.1821791365887645
Poltavska,2021,9,289.34904752610913,291.2000630787996,291.8940520843579,12445215.74894849,0.000672832420356,0.1865036406491187,0.1762771888328141,278.906940968161,0.1371160137047716,0.015037962997035,285.7185070926297,0.3030235295421601,0.091368856780146
Poltavska,2021,10,283.3851170249704,284.5124889468318,285.39140855982475,8641056.57977802,0.0002503536171061,0.1859542969999381,0.1758155434600245,273.13479645699226,0.1451164373426879,0.0105141459380364,285.25260859888255,0.3385863212043375,0.0794230964162528
Poltavska,2022,3,275.08507656585294,275.751539398342,275.79218558941426,11759779.352035971,0.0006863307584314,0.3116910294136453,0.3101982045518423,262.18405179226494,0.1503986525244323,0.011564548595463,279.8697311553187,0.3450150536747524,0.0728137189681519
Poltavska,2022,4,283.97456625108407,284.36513806969634,283.6573989542653,13766469.551703377,0.0018648128836211,0.2993587802455332,0.2909866056446158,271.220781538112,0.3378679387512072,0.0409241300990154,279.719319596244,0.5665099420623787,0.1534582890922667
Poltavska,2022,5,289.18510431466154,289.90476060219964,288.86920681090487,18527660.61360032,0.0010489868580933,0.2296801248770925,0.230712722512119,282.03960347524287,0.4672299570591727,0.1007428989423149,298.9163234865832,0.6638573152829679,0.2618718085368832
Poltavska,2022,6,295.9936307692877,297.5066708787493,296.13605588425736,19845371.998361144,0.0011200080097085,0.1804301745353402,0.1725843395670517,288.42079110772085,0.3113815194985919,0.0799033388165594,305.0662808620876,0.4908136732966811,0.2390182417557255
Poltavska,2022,7,297.14945324108834,299.10485212481507,297.9898589129729,19885431.610508792,0.0007975482995579,0.1759663737168061,0.1636264779997839,288.52215721104926,0.2277105340117902,0.044676890191359,299.1672263092052,0.400742166057297,0.1745861129995906
Poltavska,2022,8,298.8597606440728,300.5202668825896,299.6904609810217,17521282.453114502,0.0013234953926827,0.1894975749304474,0.1654411723395437,283.69026219150345,0.1947419557397318,0.0358277841615224,302.45226329627764,0.3575636759242674,0.1665302360230658
Poltavska,2022,9,290.52131898078204,292.36950034814254,292.96098736473,7338733.805819244,0.0004892238166784,0.1861390919355683,0.1625557884630812,265.5745719812711,0.1740781633426667,0.0149113000122499,224.10497914352737,0.3588660653667743,0.0860509496863756
Poltavska,2022,10,285.4023217480938,286.375723419809,287.17921267188706,4977041.878288866,0.0007765830719368,0.2477312975913351,0.2065069373930366,203.05853610720877,0.160776606755383,0.0130036968468779,285.97350175256537,0.3635565608871769,0.1010090884419036
Poltavska,2023,3,279.8382857450157,280.3247935335684,280.1210565491176,6299231.671024514,0.0005435726111667,0.3126372452677673,0.3054900268816756,258.288647446272,0.1301687229642907,0.0093839898454147,264.7860420206397,0.2967601876618553,0.0603660245766535
Poltavska,2023,4,284.0958307988884,284.54650431113964,284.04404999802466,7086850.060885666,0.0017437683816252,0.3540147919508877,0.3388230338499071,186.01694223911943,0.2114295734393221,0.0255417569135458,283.8726022008093,0.3855934370009191,0.1082233782795958
Poltavska,2023,5,289.3203324471932,289.819426350632,288.9313698177934,11090225.26872489,0.0009678829647213,0.2879733087072453,0.285693684905321,283.60433665944095,0.2925928626469244,0.0428338191454855,304.1806268592828,0.4657164265237373,0.1440508216009082
Poltavska,2023,6,294.18764784257786,294.79697416309807,293.896294408009,12135722.154633598,0.0011526717884382,0.271050395865659,0.2657776148221956,287.4587193876016,0.441024125355242,0.0837307278628909,302.3897035143657,0.6051363087630125,0.2441590088429863
Poltavska,2023,7,297.445418700938,298.61927585645446,297.6250010677396,12097439.95178229,0.0010125078791244,0.214758123548725,0.1992193764412511,289.45850677652743,0.4598174638623533,0.1089992602714467,300.0340538361682,0.6154457073756914,0.2691166604630286
Poltavska,2023,8,298.6376221592549,300.162697546049,299.3287816663906,11236060.673699494,0.000437655549858,0.1872335741633804,0.1929693347700829,289.56923165846376,0.3225946811164478,0.0786169629215275,302.3606259168869,0.5044371130318204,0.2433104637193933
Poltavska,2023,9,293.69381551276416,295.4789322276997,295.6220497038414,9117779.980149254,0.000119315849333,0.1511577966169854,0.1605562872163479,283.14463435398613,0.188646190250152,0.0319103422994486,299.36063779005576,0.3536587511096628,0.155958717221308
Poltavska,2023,10,287.0131116043084,287.94395676093296,288.754108032394,5404693.217449441,0.0004694992449898,0.2078305675694561,0.1718374699413675,276.76257012363,0.1314227081110313,0.0134309506892182,283.513109472753,0.3265028625294056,0.0840460645303156
Chernihivska,2010,3,277.8396046592006,278.57126934273253,278.5425095242355,11342711.855477411,0.0009602704180225,0.3438786242025505,0.3432494636467734,265.22883257089376,0.0677871190905191,0.0033259490455227,263.59154324443455,0.1611111041155337,0.0204979274826437
Chernihivska,2010,4,283.9290107516367,284.5856045752747,284.0490698075666,15869705.854636677,0.0009283567421292,0.2975543645674619,0.2985112346880537,276.6930366282932,0.2044087477642198,0.0195558312808587,293.64855008635465,0.3625729290886575,0.0982422220440103
