region_id,region_name,year,crop_id,area,production,yield
UA05,Vinnytska,2018,231,259.9,8080.8,31.1
UA05,Vinnytska,2018,232,78.7,2405.7,30.6
UA05,Vinnytska,2018,233,114.7,3232.7,28.2
UA05,Vinnytska,2018,240,0.7,14.2,19.9
UA05,Vinnytska,2018,250,0,0,0
UA05,Vinnytska,2018,270,35.1,700.5,20
UA05,Vinnytska,2019,30,873.8,59361.6,67.9
UA05,Vinnytska,2019,50,323,17917.5,55.5
UA05,Vinnytska,2019,80,8.5,390.4,45.7
UA05,Vinnytska,2019,130,33.8,1656.6,49.1
UA05,Vinnytska,2019,140,74.9,3205.5,42.8
UA05,Vinnytska,2019,160,1.3,40.1,30.5
UA05,Vinnytska,2019,211,331.5,18307.9,55.2
UA05,Vinnytska,2019,213,108.7,4862.1,44.8
UA05,Vinnytska,2019,214,1.4,41.9,30.4
UA05,Vinnytska,2019,215,0.8,22.5,28.9
UA05,Vinnytska,2019,216,412.3,35749,86.7
UA05,Vinnytska,2019,220,5,68.8,13.6
UA05,Vinnytska,2019,222,45,19505,433.5
UA05,Vinnytska,2019,231,246.2,8460.5,34.4
UA05,Vinnytska,2019,232,78,2430.7,31.1
UA05,Vinnytska,2019,233,116.4,2757.6,23.7
UA05,Vinnytska,2019,240,1.8,55.7,30.7
UA05,Vinnytska,2019,250,0,0,0
UA05,Vinnytska,2019,270,11.9,231.4,19.5
UA05,Vinnytska,2020,30,875.4,40152.7,45.9
UA05,Vinnytska,2020,50,306.4,13139.4,42.9
UA05,Vinnytska,2020,80,8.8,320.2,36.8
UA05,Vinnytska,2020,130,32.6,1434.7,43.9
UA05,Vinnytska,2020,140,56,2030.3,36.2
UA05,Vinnytska,2020,160,1.7,49.9,29.2
UA05,Vinnytska,2020,211,315.2,13459.6,42.7
UA05,Vinnytska,2020,213,88.6,3465,39.1
UA05,Vinnytska,2020,214,1.8,51,29
UA05,Vinnytska,2020,215,0.8,23.7,27.4
UA05,Vinnytska,2020,216,449.5,22763.7,50.6
UA05,Vinnytska,2020,220,6.7,93.8,14.1
UA05,Vinnytska,2020,222,48.5,20013.9,413.2
UA05,Vinnytska,2020,231,288.7,7733.7,26.8
UA05,Vinnytska,2020,232,50,1367.5,27.4
UA05,Vinnytska,2020,233,102.5,1476,14.4
UA05,Vinnytska,2020,240,2.8,72.7,26.2
UA05,Vinnytska,2020,250,0,0,0
UA05,Vinnytska,2020,270,9,183.1,20.3
UA05,Vinnytska,2021,30,890.3,65355.3,73.4
UA05,Vinnytska,2021,50,306.4,17121.3,55.9
UA05,Vinnytska,2021,80,11,550.4,50.1
UA05,Vinnytska,2021,130,35,1775.1,50.8
UA05,Vinnytska,2021,140,58.8,2555.1,43.4
UA05,Vinnytska,2021,160,3.1,151.3,48.8
